Supplementary Table 6a. Dataset of experimentally tested noncoding element-gene connections in K562 cells,,,,,,,,,,,,,,,,,,,,,,,
chr,start,end,Element name,Gene,class,Cell type,Fraction change in gene expr,Adjusted p-value,Significant,RNA readout method,Perturbation method,nKO,nCtrl,semKO,semCtrl,Power to detect 25% effects,Gene TSS,Normalized HiC Contacts,DHS (RPM),H3K27ac (RPM),Activity,ABC Score,Reference
chr19,13387865,13388365,genic|chr19:13387865-13388365,KLF1,genic,K562,-0.01085687,0.792178158,FALSE,FlowFISH Screen,KRAB-dCas9,51,912,0.011442401,0.002977665,1,12998017,1.054365334,3.524666,0.409445,1.201322,0.000147821,This study
chr19,13388705,13389265,genic|chr19:13388705-13389265,KLF1,genic,K562,-0.00358501,0.948220571,FALSE,FlowFISH Screen,KRAB-dCas9,33,912,0.012093745,0.002977665,1,12998017,1.054365334,2.035919,0,0,0,This study
chr19,13492665,13493165,genic|chr19:13492665-13493165,KLF1,genic,K562,-0.00695515,0.88515768,FALSE,FlowFISH Screen,KRAB-dCas9,51,912,0.010349375,0.002977665,1,12998017,1.582594373,2.106735,0.409445,0.928764,0.000171538,This study
chr19,13507325,13507905,genic|chr19:13507325-13507905,KLF1,genic,K562,0.00202607,0.948220571,FALSE,FlowFISH Screen,KRAB-dCas9,41,912,0.014572004,0.002977665,1,12998017,0.876577732,1.614458,1.125973,1.34827,0.000137928,This study
chr19,13512165,13512685,genic|chr19:13512165-13512685,KLF1,genic,K562,-0.01328721,0.780466732,FALSE,FlowFISH Screen,KRAB-dCas9,39,912,0.011562031,0.002977665,1,12998017,0.851480717,2.684034,2.559029,2.631491,0.000261494,This study
chr19,13539145,13539665,genic|chr19:13539145-13539665,KLF1,genic,K562,0.02921315,0.385808074,FALSE,FlowFISH Screen,KRAB-dCas9,36,912,0.025485355,0.002977665,1,12998017,0.436815159,0.733656,0.204722,0.387549,1.97565E-05,This study
chr19,13648285,13648785,intergenic|chr19:13648285-13648785,KLF1,intergenic,K562,-0.02207316,0.726944455,FALSE,FlowFISH Screen,KRAB-dCas9,19,912,0.016228181,0.002977665,1,12998017,0.926348087,1.536401,0.614167,0.971396,0.000105016,This study
chr19,13693805,13694345,intergenic|chr19:13693805-13694345,KLF1,intergenic,K562,0.01071262,0.802562829,FALSE,FlowFISH Screen,KRAB-dCas9,33,912,0.012709013,0.002977665,1,12998017,0.991352879,1.563342,0.102361,0.40003,4.62813E-05,This study
chr19,12313025,12313565,genic|chr19:12313025-12313565,LYL1,genic,K562,-0.026659204,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,52,856,0.020799815,0.006623072,1,13213974,0.436815159,0.777193,0,0,0,This study
chr19,12404485,12405065,genic|chr19:12404485-12405065,LYL1,genic,K562,-0.034867346,0.721100636,FALSE,FlowFISH Screen,KRAB-dCas9,46,856,0.021105809,0.006623072,1,13213974,0.436815159,2.526862,2.456668,2.498675,9.17518E-05,This study
chr19,12405464,12405965,promoter|chr19:12405464-12405965,LYL1,promoter,K562,-0.006971214,0.931453289,FALSE,FlowFISH Screen,KRAB-dCas9,64,856,0.019709222,0.006623072,1,13213974,0.436815159,12.870817,2.763751,6.007755,0.000220606,This study
chr19,12441885,12442945,genic|chr19:12441885-12442945,LYL1,genic,K562,-0.058328276,0.501428593,FALSE,FlowFISH Screen,KRAB-dCas9,44,856,0.026480231,0.006623072,1,13213974,0.436815159,1.793286,0.716528,1.133553,4.16243E-05,This study
chr19,12444284,12444845,promoter|chr19:12444284-12444845,LYL1,promoter,K562,-0.011715801,0.849865008,FALSE,FlowFISH Screen,KRAB-dCas9,64,856,0.021598359,0.006623072,1,13213974,0.436815159,4.308458,1.842501,2.811702,0.000103246,This study
chr19,12476225,12476805,promoter|chr19:12476225-12476805,LYL1,promoter,K562,0.012755698,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,78,856,0.024146778,0.006623072,1,13213974,0.436815159,12.459851,7.779449,9.83868,0.000361278,This study
chr19,12511838,12512405,promoter|chr19:12511838-12512405,LYL1,promoter,K562,0.018104478,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,53,856,0.03846726,0.006623072,0.999999545,13213974,0.436815159,11.606765,1.74014,4.490881,0.000164906,This study
chr19,12522625,12523145,intergenic|chr19:12522625-12523145,LYL1,intergenic,K562,0.016297865,0.737556202,FALSE,FlowFISH Screen,KRAB-dCas9,42,856,0.025672235,0.006623072,1,13213974,2.151728947,4.096093,1.023612,2.047633,0.000370379,This study
chr19,12551676,12552205,promoter|chr19:12551676-12552205,LYL1,promoter,K562,0.079241121,0.192711291,FALSE,FlowFISH Screen,KRAB-dCas9,51,856,0.058053231,0.006623072,0.999310785,13213974,1.649159453,16.436058,3.173196,7.263019,0.001006901,This study
chr19,12595382,12595925,promoter|chr19:12595382-12595925,LYL1,promoter,K562,-0.054098492,0.414167622,FALSE,FlowFISH Screen,KRAB-dCas9,67,856,0.023481188,0.006623072,1,13213974,1.342509238,5.644625,0.307083,1.316568,0.000148582,This study
chr19,12605985,12606485,intergenic|chr19:12605985-12606485,LYL1,intergenic,K562,-0.049124153,0.498289215,FALSE,FlowFISH Screen,KRAB-dCas9,68,856,0.018822521,0.006623072,1,13213974,0.436815159,6.120168,1.535417,3.10399,0.000113979,This study
chr19,12632705,12633245,intergenic|chr19:12632705-12633245,LYL1,intergenic,K562,-0.056712454,0.661289851,FALSE,FlowFISH Screen,KRAB-dCas9,22,856,0.033504497,0.006623072,0.999999216,13213974,0.436815159,1.259657,0.409445,0.718169,2.63713E-05,This study
chr19,12654525,12655045,genic|chr19:12654525-12655045,LYL1,genic,K562,0.026278022,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,21,856,0.065427596,0.006623072,0.992600127,13213974,0.436815159,2.269079,20.574594,6.83435,0.000250958,This study
chr19,12655125,12655625,genic|chr19:12655125-12655625,LYL1,genic,K562,0.029466964,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,34,856,0.039200269,0.006623072,0.99999686,13213974,2.749883683,21.73875,17.503759,19.526233,0.004513773,This study
chr19,12662106,12662665,promoter|chr19:12662106-12662665,LYL1,promoter,K562,-0.017912075,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,84,856,0.027702335,0.006623072,1,13213974,2.190341587,22.078167,14.02348,17.58454,0.003237798,This study
chr19,12674785,12675285,intergenic|chr19:12674785-12675285,LYL1,intergenic,K562,-0.024781196,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,47,856,0.022091572,0.006623072,1,13213974,0.436815159,2.521702,0.511806,1.13606,4.17163E-05,This study
chr19,12721373,12721981,promoter|chr19:12721373-12721981,LYL1,promoter,K562,-0.003057466,0.990111203,FALSE,FlowFISH Screen,KRAB-dCas9,73,856,0.016845251,0.006623072,1,13213974,0.436815159,12.919484,15.865981,14.294757,0.000524906,This study
chr19,12750825,12751345,intergenic|chr19:12750825-12751345,LYL1,intergenic,K562,-0.035840041,0.629427104,FALSE,FlowFISH Screen,KRAB-dCas9,78,856,0.016971454,0.006623072,1,13213974,0.436815159,1.471774,0.716528,1.026923,3.77088E-05,This study
chr19,12758305,12758885,genic|chr19:12758305-12758885,LYL1,genic,K562,-0.038024401,0.559902072,FALSE,FlowFISH Screen,KRAB-dCas9,87,856,0.015533426,0.006623072,1,13213974,0.436815159,2.445327,0.614167,1.225499,4.50005E-05,This study
chr19,12777325,12777867,promoter|chr19:12777325-12777867,LYL1,promoter,K562,-0.00020131,0.974737651,FALSE,FlowFISH Screen,KRAB-dCas9,87,856,0.017930763,0.006623072,1,13213974,0.436815159,2.78472,4.196808,3.421782,0.000125648,This study
chr19,12780145,12780725,promoter|chr19:12780145-12780725,LYL1,promoter,K562,-0.009738238,0.886696198,FALSE,FlowFISH Screen,KRAB-dCas9,69,856,0.021528996,0.006623072,1,13213974,0.974981324,5.927426,27.739876,12.88691,0.001056214,This study
chr19,12782725,12783305,genic|chr19:12782725-12783305,LYL1,genic,K562,-0.000234447,0.984182613,FALSE,FlowFISH Screen,KRAB-dCas9,22,856,0.032939206,0.006623072,0.999999475,13213974,0.974981324,1.939735,0.102361,0.445591,3.65207E-05,This study
chr19,12787065,12787585,genic|chr19:12787065-12787585,LYL1,genic,K562,0.009790572,0.819719607,FALSE,FlowFISH Screen,KRAB-dCas9,67,856,0.038130137,0.006623072,0.999999807,13213974,1.130371466,1.985337,0.511806,1.008026,9.57855E-05,This study
chr19,12791925,12792425,promoter|chr19:12791925-12792425,LYL1,promoter,K562,-0.007829518,0.92648289,FALSE,FlowFISH Screen,KRAB-dCas9,61,856,0.024003635,0.006623072,1,13213974,2.187232956,21.556814,10.338478,14.927217,0.002744611,This study
chr19,12792451,12792985,promoter|chr19:12792451-12792985,LYL1,promoter,K562,0.012559931,0.795955886,FALSE,FlowFISH Screen,KRAB-dCas9,53,856,0.029656203,0.006623072,1,13213974,2.187232956,10.235222,11.259728,10.739585,0.001974647,This study
chr19,12807205,12807765,promoter|chr19:12807205-12807765,LYL1,promoter,K562,-0.00656152,0.948471528,FALSE,FlowFISH Screen,KRAB-dCas9,44,856,0.014389777,0.006623072,1,13213974,2.577546335,2.597127,4.708614,3.498395,0.000758023,This study
chr19,12813805,12814305,promoter|chr19:12813805-12814305,LYL1,promoter,K562,-0.031495573,0.713474662,FALSE,FlowFISH Screen,KRAB-dCas9,70,856,0.021515866,0.006623072,1,13213974,3.326869294,2.22235,0.614167,1.16829,0.000326733,This study
chr19,12827685,12828205,genic|chr19:12827685-12828205,LYL1,genic,K562,-0.064354743,0.50407019,FALSE,FlowFISH Screen,KRAB-dCas9,35,856,0.036942348,0.006623072,0.999999261,13213974,1.4464793,4.80833,0.614167,1.718468,0.000208959,This study
chr19,12832705,12833225,promoter|chr19:12832705-12833225,LYL1,promoter,K562,-0.006741191,0.931453289,FALSE,FlowFISH Screen,KRAB-dCas9,75,856,0.017341137,0.006623072,1,13213974,3.829383582,2.112461,6.653476,3.741811,0.00120453,This study
chr19,12833305,12833805,promoter|chr19:12833305-12833805,LYL1,promoter,K562,-0.024970509,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,65,856,0.020933253,0.006623072,1,13213974,3.829383582,12.562593,4.40153,7.463885,0.002402707,This study
chr19,12834545,12835060,promoter|chr19:12834545-12835060,LYL1,promoter,K562,-0.015018533,0.804207378,FALSE,FlowFISH Screen,KRAB-dCas9,64,856,0.020928084,0.006623072,1,13213974,3.829383582,5.091158,7.984171,6.372659,0.002051429,This study
chr19,12845325,12845839,promoter|chr19:12845325-12845839,LYL1,promoter,K562,-0.026596038,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,64,856,0.022646259,0.006623072,1,13213974,1.194644103,9.650165,3.582641,5.889081,0.000591416,This study
chr19,12847665,12848522,promoter|chr19:12847665-12848522,LYL1,promoter,K562,-0.057926641,0.262873706,FALSE,FlowFISH Screen,KRAB-dCas9,80,856,0.016973783,0.006623072,1,13213974,1.194644103,47.310246,22.928901,32.910666,0.003305081,This study
chr19,12868285,12868805,genic|chr19:12868285-12868805,LYL1,genic,K562,-0.023024368,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,85,856,0.01726579,0.006623072,1,13213974,1.275537976,3.875607,0.716528,1.66643,0.000178685,This study
chr19,12871305,12871845,intergenic|chr19:12871305-12871845,LYL1,intergenic,K562,-0.02839015,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,33,856,0.024822404,0.006623072,1,13213974,6.169478877,2.095264,0.307083,0.802131,0.000416007,This study
chr19,12876785,12877345,genic|chr19:12876785-12877345,LYL1,genic,K562,0.013101405,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,83,856,0.029508065,0.006623072,1,13213974,1.232689999,1.23226,0.409445,0.710316,7.36059E-05,This study
chr19,12886184,12886825,promoter|chr19:12886184-12886825,LYL1,promoter,K562,-0.031519834,0.713474662,FALSE,FlowFISH Screen,KRAB-dCas9,61,856,0.017285381,0.006623072,1,13213974,3.475664394,4.812435,1.433056,2.623458,0.000766512,This study
chr19,12888325,12888845,intergenic|chr19:12888325-12888845,LYL1,intergenic,K562,0.006610414,0.855988327,FALSE,FlowFISH Screen,KRAB-dCas9,65,856,0.020171017,0.006623072,1,13213974,3.475664394,2.37057,1.228334,1.706412,0.000498573,This study
chr19,12889945,12890545,intergenic|chr19:12889945-12890545,LYL1,intergenic,K562,-0.045598429,0.517047519,FALSE,FlowFISH Screen,KRAB-dCas9,65,856,0.017322438,0.006623072,1,13213974,4.056098253,2.659009,2.866113,2.756531,0.000939893,This study
chr19,12893105,12893985,intergenic|chr19:12893105-12893985,LYL1,intergenic,K562,0.011392727,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,133,856,0.016609235,0.006623072,1,13213974,4.056098253,4.500771,7.472365,5.81212,0.001981755,This study
chr19,12895265,12895785,intergenic|chr19:12895265-12895785,LYL1,intergenic,K562,-0.029889192,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,31,856,0.026087761,0.006623072,1,13213974,5.962340216,7.222175,16.787231,11.036942,0.005531876,This study
chr19,12900645,12901165,intergenic|chr19:12900645-12901165,LYL1,intergenic,K562,-0.029322034,0.637004938,FALSE,FlowFISH Screen,KRAB-dCas9,104,856,0.014787692,0.006623072,1,13213974,1.449405842,11.260246,2.149584,4.889211,0.000595711,This study
chr19,12902005,12902559,promoter|chr19:12902005-12902559,LYL1,promoter,K562,-0.005440386,0.948471528,FALSE,FlowFISH Screen,KRAB-dCas9,81,856,0.01635097,0.006623072,1,13213974,1.449405842,10.53967,4.094447,6.553438,0.000798484,This study
chr19,12904165,12904665,intergenic|chr19:12904165-12904665,LYL1,intergenic,K562,-0.000612614,0.974737651,FALSE,FlowFISH Screen,KRAB-dCas9,89,856,0.025944621,0.006623072,1,13213974,1.449405842,5.725502,2.559029,3.843391,0.000468286,This study
chr19,12906845,12907745,genic|chr19:12906845-12907745,LYL1,genic,K562,0.001436755,0.931453289,FALSE,FlowFISH Screen,KRAB-dCas9,95,856,0.016862303,0.006623072,1,13213974,1.395194738,7.82071,5.527503,6.570281,0.000770594,This study
chr19,12912425,12912974,promoter|chr19:12912425-12912974,LYL1,promoter,K562,-0.031076029,0.637004938,FALSE,FlowFISH Screen,KRAB-dCas9,88,856,0.016409292,0.006623072,1,13213974,5.618938902,2.308914,8.086532,4.322171,0.002041565,This study
chr19,12916645,12917677,promoter|chr19:12916645-12917677,LYL1,promoter,K562,0.010877799,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,127,856,0.016903939,0.006623072,1,13213974,4.551667541,8.351069,16.070703,11.580637,0.004431083,This study
chr19,12925705,12926305,intergenic|chr19:12925705-12926305,LYL1,intergenic,K562,0.039372949,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,12,856,0.065080644,0.006623072,0.979358389,13213974,4.33400426,1.3277,0.818889,1.042708,0.000379891,This study
chr19,12935945,12936745,genic|chr19:12935945-12936745,LYL1,genic,K562,-0.000815908,0.974737651,FALSE,FlowFISH Screen,KRAB-dCas9,94,856,0.018714475,0.006623072,1,13213974,1.356413196,4.073048,2.251946,3.016782,0.000343988,This study
chr19,12939125,12939705,genic|chr19:12939125-12939705,LYL1,genic,K562,0.018803893,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,56,856,0.020438877,0.006623072,1,13213974,1.356413196,1.602644,0.102361,0.405027,4.61831E-05,This study
chr19,12941239,12941805,promoter|chr19:12941239-12941805,LYL1,promoter,K562,-0.033147534,0.688509767,FALSE,FlowFISH Screen,KRAB-dCas9,67,856,0.020194351,0.006623072,1,13213974,2.509868563,2.511151,0.818889,1.434,0.000302557,This study
chr19,12943165,12943725,genic|chr19:12943165-12943725,LYL1,genic,K562,-0.02433606,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,82,856,0.016003293,0.006623072,1,13213974,2.509868563,2.64545,0.204722,0.735919,0.00015527,This study
chr19,12946045,12946545,promoter|chr19:12946045-12946545,LYL1,promoter,K562,-0.036137166,0.633786515,FALSE,FlowFISH Screen,KRAB-dCas9,73,856,0.019414202,0.006623072,1,13213974,7.25439569,1.710626,0.204722,0.591776,0.000360882,This study
chr19,12947025,12947525,intergenic|chr19:12947025-12947525,LYL1,intergenic,K562,-0.041439139,0.571771323,FALSE,FlowFISH Screen,KRAB-dCas9,67,856,0.022374778,0.006623072,1,13213974,7.25439569,5.377839,1.125973,2.460749,0.001500636,This study
chr19,12948705,12949508,promoter|chr19:12948705-12949508,LYL1,promoter,K562,0.006397561,0.870322222,FALSE,FlowFISH Screen,KRAB-dCas9,61,856,0.027914634,0.006623072,1,13213974,7.25439569,1.601355,2.66139,2.078819,0.001267724,This study
chr19,12951265,12951825,genic|chr19:12951265-12951825,LYL1,genic,K562,-0.018601892,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,79,856,0.017672748,0.006623072,1,13213974,4.465772289,15.863908,1.433056,4.787809,0.001797382,This study
chr19,12951925,12952425,genic|chr19:12951925-12952425,LYL1,genic,K562,-0.0346598,0.631190454,FALSE,FlowFISH Screen,KRAB-dCas9,83,856,0.018583378,0.006623072,1,13213974,4.465772289,4.788944,1.637779,2.800578,0.001051359,This study
chr19,12958325,12958825,genic|chr19:12958325-12958825,LYL1,genic,K562,-0.040894158,0.571771323,FALSE,FlowFISH Screen,KRAB-dCas9,69,856,0.022230955,0.006623072,1,13213974,2.052076642,2.744581,0.307083,0.918045,0.000158367,This study
chr19,12977965,12978745,genic|chr19:12977965-12978745,LYL1,genic,K562,-0.010315449,0.837761104,FALSE,FlowFISH Screen,KRAB-dCas9,111,856,0.018559812,0.006623072,1,13213974,3.958157206,6.738036,2.763751,4.31994,0.0014374,This study
chr19,12983025,12983525,genic|chr19:12983025-12983525,LYL1,genic,K562,0.019547658,0.801108623,FALSE,FlowFISH Screen,KRAB-dCas9,22,856,0.037477098,0.006623072,0.999991651,13213974,0.436815159,1.354088,0.716528,0.98501,3.61697E-05,This study
chr19,12983645,12984185,genic|chr19:12983645-12984185,LYL1,genic,K562,-0.041995405,0.713474662,FALSE,FlowFISH Screen,KRAB-dCas9,36,856,0.024049073,0.006623072,1,13213974,0.436815159,7.977403,0.409445,1.807304,6.63645E-05,This study
chr19,12992085,12992645,promoter|chr19:12992085-12992645,LYL1,promoter,K562,0.017759799,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,81,856,0.014961983,0.006623072,1,13213974,3.664377341,10.07776,3.275557,5.774989,0.001778928,This study
chr19,12993385,12993885,intergenic|chr19:12993385-12993885,LYL1,intergenic,K562,-0.017421739,0.894440439,FALSE,FlowFISH Screen,KRAB-dCas9,13,856,0.025615688,0.006623072,0.999999923,13213974,3.664377341,0.810072,1.842501,1.217565,0.000375059,This study
chr19,12994425,12994945,intergenic|chr19:12994425-12994945,LYL1,intergenic,K562,0.068275783,0.637004938,FALSE,FlowFISH Screen,KRAB-dCas9,14,856,0.038546188,0.006623072,0.999867037,13213974,3.664377341,6.03989,6.551115,6.285526,0.001936193,This study
chr19,12995825,12996325,genic|chr19:12995825-12996325,LYL1,genic,K562,0.013763495,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,65,856,0.023313524,0.006623072,1,13213974,4.639433238,22.492499,5.936948,11.55871,0.004507972,This study
chr19,12996905,12998745,promoter|chr19:12996905-12998745,LYL1,promoter,K562,0.031321856,0.402515738,FALSE,FlowFISH Screen,KRAB-dCas9,195,856,0.013992597,0.006623072,1,13213974,4.639433238,13.119011,63.566283,29.061173,0.011334047,This study
chr19,12999705,13000205,intergenic|chr19:12999705-13000205,LYL1,intergenic,K562,0.06148889,0.713474662,FALSE,FlowFISH Screen,KRAB-dCas9,13,856,0.067226687,0.006623072,0.979331581,13213974,4.639433238,0.56384,1.228334,0.832215,0.000324569,This study
chr19,13001505,13002192,promoter|chr19:13001505-13002192,LYL1,promoter,K562,-0.026583253,0.721100636,FALSE,FlowFISH Screen,KRAB-dCas9,85,856,0.015168414,0.006623072,1,13213974,5.764092593,28.006603,3.582641,10.032527,0.004861253,This study
chr19,13019305,13019805,genic|chr19:13019305-13019805,LYL1,genic,K562,-0.011378929,0.888056826,FALSE,FlowFISH Screen,KRAB-dCas9,42,856,0.027616258,0.006623072,1,13213974,6.224350438,3.344369,0.511806,1.308313,0.000684562,This study
chr19,13029836,13030425,promoter|chr19:13029836-13030425,LYL1,promoter,K562,0.011300488,0.737556202,FALSE,FlowFISH Screen,KRAB-dCas9,86,856,0.021599561,0.006623072,1,13213974,7.569177151,12.768076,5.118058,8.052315,0.005123613,This study
chr19,13044308,13044885,promoter|chr19:13044308-13044885,LYL1,promoter,K562,0.002665302,0.92648289,FALSE,FlowFISH Screen,KRAB-dCas9,80,856,0.020653834,0.006623072,1,13213974,7.118034222,10.90985,19.448621,14.579701,0.008723999,This study
chr19,13044985,13045485,promoter|chr19:13044985-13045485,LYL1,promoter,K562,0.018824947,0.817398101,FALSE,FlowFISH Screen,KRAB-dCas9,20,856,0.058121706,0.006623072,0.996675963,13213974,6.563607008,6.658877,8.086532,7.340042,0.004049935,This study
chr19,13045805,13046305,intergenic|chr19:13045805-13046305,LYL1,intergenic,K562,0.01684893,0.903459162,FALSE,FlowFISH Screen,KRAB-dCas9,7,856,0.047832897,0.006623072,0.979356632,13213974,6.563607008,0.686539,0.511806,0.592771,0.000327067,This study
chr19,13047265,13047765,intergenic|chr19:13047265-13047765,LYL1,intergenic,K562,-0.029608766,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,35,856,0.027560885,0.006623072,1,13213974,6.563607008,0.497241,1.125973,0.748251,0.000412854,This study
chr19,13049025,13049663,promoter|chr19:13049025-13049663,LYL1,promoter,K562,-0.012451191,0.817398101,FALSE,FlowFISH Screen,KRAB-dCas9,94,856,0.01815965,0.006623072,1,13213974,6.563607008,26.842232,8.495977,15.089742,0.008325902,This study
chr19,13056305,13057565,promoter|chr19:13056305-13057565,LYL1,promoter,K562,-0.02658101,0.637004938,FALSE,FlowFISH Screen,KRAB-dCas9,130,856,0.015860795,0.006623072,1,13213974,9.270023654,17.608726,21.802928,19.592459,0.015267809,This study
chr19,13067818,13068345,promoter|chr19:13067818-13068345,LYL1,promoter,K562,-0.000375188,0.974737651,FALSE,FlowFISH Screen,KRAB-dCas9,82,856,0.01765734,0.006623072,1,13213974,13.42397185,2.828171,5.118058,3.789752,0.004276601,This study
chr19,13075665,13076805,intergenic|chr19:13075665-13076805,LYL1,intergenic,K562,-0.033204197,0.54755341,FALSE,FlowFISH Screen,KRAB-dCas9,124,856,0.013164419,0.006623072,1,13213974,12.69762809,6.662945,10.645561,8.48214,0.009053885,This study
chr19,13085005,13085525,genic|chr19:13085005-13085525,LYL1,genic,K562,-0.025370924,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,35,856,0.028226675,0.006623072,1,13213974,25.6365475,1.228937,0.614167,0.868779,0.001872301,This study
chr19,13088545,13089065,intergenic|chr19:13088545-13089065,LYL1,intergenic,K562,0.017198197,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,65,856,0.019563937,0.006623072,1,13213974,25.6365475,3.74267,0.409445,1.237916,0.002667827,This study
chr19,13094325,13094825,intergenic|chr19:13094325-13094825,LYL1,intergenic,K562,-0.019802475,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,64,856,0.026357408,0.006623072,1,13213974,15.44985571,1.064017,0.307083,0.57161,0.000742388,This study
chr19,13095965,13096465,intergenic|chr19:13095965-13096465,LYL1,intergenic,K562,-0.03129349,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,41,856,0.022986355,0.006623072,1,13213974,11.68146207,6.394409,3.787363,4.933369,0.004844486,This study
chr19,13107305,13107805,genic|chr19:13107305-13107805,LYL1,genic,K562,-0.018626633,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,85,856,0.01736851,0.006623072,1,13213974,12.30152731,0.818455,0.716528,0.765799,0.000791919,This study
chr19,13123985,13124525,genic|chr19:13123985-13124525,LYL1,genic,K562,0.007406048,0.841100525,FALSE,FlowFISH Screen,KRAB-dCas9,68,856,0.024552862,0.006623072,1,13213974,6.341270719,2.55752,2.354307,2.455166,0.001308772,This study
chr19,13127205,13127805,genic|chr19:13127205-13127805,LYL1,genic,K562,0.027607898,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,34,856,0.026200061,0.006623072,1,13213974,11.72161962,2.483774,1.433056,1.89447,0.001866733,This study
chr19,13133545,13134045,genic|chr19:13133545-13134045,LYL1,genic,K562,-0.015143099,0.837761104,FALSE,FlowFISH Screen,KRAB-dCas9,44,856,0.032624922,0.006623072,0.999999992,13213974,8.88415456,7.469831,1.330695,3.119905,0.002330046,This study
chr19,13144765,13145325,genic|chr19:13144765-13145325,LYL1,genic,K562,0.015202163,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,68,856,0.02155658,0.006623072,1,13213974,6.608829409,0.780305,0.409445,0.56524,0.000314025,This study
chr19,13162305,13162805,genic|chr19:13162305-13162805,LYL1,genic,K562,0.015848617,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,60,856,0.018784669,0.006623072,1,13213974,7.074035065,4.741,0.307083,1.206593,0.000717522,This study
chr19,13172085,13172605,genic|chr19:13172085-13172605,LYL1,genic,K562,-0.043628038,0.517047519,FALSE,FlowFISH Screen,KRAB-dCas9,72,856,0.019324842,0.006623072,1,13213974,8.875266523,2.375874,1.330695,1.759534,0.001312762,This study
chr19,13180365,13180865,genic|chr19:13180365-13180865,LYL1,genic,K562,-0.0515679,0.414167622,FALSE,FlowFISH Screen,KRAB-dCas9,71,856,0.017578278,0.006623072,1,13213974,10.26281954,10.263171,4.708614,6.961615,0.006005976,This study
chr19,13190225,13190725,genic|chr19:13190225-13190725,LYL1,genic,K562,-0.023846109,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,54,856,0.028466682,0.006623072,1,13213974,9.709470745,3.406895,5.834586,4.456543,0.00363748,This study
chr19,13204505,13205025,genic|chr19:13204505-13205025,LYL1,genic,K562,-0.027196049,0.713474662,FALSE,FlowFISH Screen,KRAB-dCas9,87,856,0.016214651,0.006623072,1,13213974,33.68560491,2.391756,1.433056,1.859046,0.00526431,This study
chr19,13215145,13215725,genic|chr19:13215145-13215725,LYL1,genic,K562,-0.217298773,1.75788E-19,TRUE,FlowFISH Screen,KRAB-dCas9,83,856,0.019944318,0.006623072,1,13213974,100,2.630706,3.173196,2.886707,0.024266639,This study
chr19,13227213,13228345,promoter|chr19:13227213-13228345,LYL1,promoter,K562,0.024006828,0.723621612,FALSE,FlowFISH Screen,KRAB-dCas9,57,856,0.041736185,0.006623072,0.99999745,13213974,53.50542263,12.916781,15.354175,14.045971,0.063176636,This study
chr19,13228625,13229351,promoter|chr19:13228625-13229351,LYL1,promoter,K562,0.028043626,0.637004938,FALSE,FlowFISH Screen,KRAB-dCas9,80,856,0.017301617,0.006623072,1,13213974,53.50542263,5.401282,6.14167,5.782014,0.026006617,This study
chr19,13229485,13229985,promoter|chr19:13229485-13229985,LYL1,promoter,K562,0.036862094,0.571771323,FALSE,FlowFISH Screen,KRAB-dCas9,70,856,0.020942827,0.006623072,1,13213974,53.50542263,6.910465,2.866113,4.483821,0.020167543,This study
chr19,13260938,13261531,promoter|chr19:13260938-13261531,LYL1,promoter,K562,-0.028105489,0.713474662,FALSE,FlowFISH Screen,KRAB-dCas9,82,856,0.020001193,0.006623072,1,13213974,25.5285303,10.182053,10.850283,10.494495,0.022521343,This study
chr19,13262245,13262985,genic|chr19:13262245-13262985,LYL1,genic,K562,-0.036938026,0.517047519,FALSE,FlowFISH Screen,KRAB-dCas9,104,856,0.014374466,0.006623072,1,13213974,25.5285303,16.261374,12.897507,14.640164,0.031418011,This study
